Usuario,Proyecto,Fecha,Horas
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,TECH LAB - INTERNO,2025-03-03,9.0
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,REPUESTOS MAIPU,2025-03-03,0.5
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,REPUESTOS MAIPU,2025-03-03,0.5
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-03,3.75
5c8bd7984c5068698da7b839,TECH LAB - INTERNO,2025-03-04,7.683333333333334
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,TECH LAB - INTERNO,2025-03-04,9.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-04,1.75
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-04,2.5
5c8bd79686c36970e812b609,TECH LAB - INTERNO,2025-03-05,8.0
62e433730b4bf7ad924bcbe5,REPUESTOS MAIPU,2025-03-05,0.5833333333333334
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,AJUSTES TIMM - INTEGRACIONES,2025-03-05,0.25
613fb383e057c6006a1ccade,TECH LAB - INTERNO,2025-03-05,8.0
712020:ca798410-124d-40e3-9954-420f35eb4d5c,TECH LAB - INTERNO,2025-03-05,7.2
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,REPUESTOS MAIPU,2025-03-05,7.25
5e751b85fad9000c325d9aae,AJUSTES TIMM - INTEGRACIONES,2025-03-05,0.25
63d916c4bf837c6893d6fbad,REPUESTOS MAIPU,2025-03-05,0.3333333333333333
712020:98295f35-86b1-4d23-a51b-30dbe7170d11,TECH LAB - INTERNO,2025-03-05,7.2
62fbddc8bb0704a2a808bd57,TECH LAB - INTERNO,2025-03-05,8.0
5cacf44c66c5b40acb9ff68f,TECH LAB - INTERNO,2025-03-05,8.0
5c8bd7984c5068698da7b839,TECH LAB - INTERNO,2025-03-05,4.516666666666667
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,AJUSTES TIMM - INTEGRACIONES,2025-03-05,4.0
5e751b85fad9000c325d9aae,AJUSTES TIMM - INTEGRACIONES,2025-03-05,7.0
62e433730b4bf7ad924bcbe5,REPUESTOS MAIPU,2025-03-05,0.16666666666666666
62e433730b4bf7ad924bcbe5,REPUESTOS MAIPU,2025-03-05,3.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,REPUESTOS MAIPU,2025-03-05,3.5
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-05,0.5
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.0
6310a898316bbc56c4249187,MAIPU - MEJORA CONTINUA,2025-03-05,0.5
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,REPUESTOS MAIPU,2025-03-05,3.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,TECH LAB - INTERNO,2025-03-05,8.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.5
712020:c48c4d5f-8f15-4256-b730-279b54e14c0b,MAIPU - MEJORA CONTINUA,2025-03-05,0.5
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,REPUESTOS MAIPU,2025-03-05,3.0
637d1ac0f48fbd9b62d50fc3,AFU´S,2025-03-05,0.5
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.5
712020:d1c53603-3e65-4881-b493-a128394d565e,REPUESTOS MAIPU,2025-03-05,3.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-05,0.5
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,REPUESTOS MAIPU,2025-03-05,3.0
712020:7e5d904b-b254-46ab-8639-0e34732a80de,AFU´S,2025-03-05,0.5
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,MAIPU - MEJORA CONTINUA,2025-03-05,0.5
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,AJUSTES TIMM - INTEGRACIONES,2025-03-05,3.0
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,REPUESTOS MAIPU,2025-03-05,3.0
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.5
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,REPUESTOS MAIPU,2025-03-05,1.5
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-05,0.5
6310a898316bbc56c4249187,MAIPU - MEJORA CONTINUA,2025-03-05,3.0
712020:c48c4d5f-8f15-4256-b730-279b54e14c0b,MAIPU - MEJORA CONTINUA,2025-03-05,4.0
637d1ac0f48fbd9b62d50fc3,AFU´S,2025-03-05,0.5
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-05,0.5
712020:7e5d904b-b254-46ab-8639-0e34732a80de,AFU´S,2025-03-05,0.5
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,MAIPU - MEJORA CONTINUA,2025-03-05,0.3333333333333333
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,MAIPU - MEJORA CONTINUA,2025-03-05,3.6
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-05,2.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.0
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,REPUESTOS MAIPU,2025-03-05,7.0
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,REPUESTOS MAIPU,2025-03-05,1.0
637d1ac0f48fbd9b62d50fc3,AFU´S,2025-03-05,2.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-05,2.0
712020:7e5d904b-b254-46ab-8639-0e34732a80de,AFU´S,2025-03-05,2.0
6299079acd636500697d4701,MAIPU - MEJORA CONTINUA,2025-03-05,8.0
557058:c310fa79-8a55-492f-a2fe-6e69a7d7c4eb,TECH LAB - INTERNO,2025-03-05,4.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-05,1.75
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,AJUSTES TIMM - INTEGRACIONES,2025-03-05,0.25
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-05,0.25
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,REPUESTOS MAIPU,2025-03-05,1.25
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.25
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-05,2.0
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,TECH LAB - INTERNO,2025-03-05,5.0
62e433730b4bf7ad924bcbe5,REPUESTOS MAIPU,2025-03-05,2.0
6022a0ace7deee0069225fbd,TECH LAB - INTERNO,2025-03-05,1.0
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,REPUESTOS MAIPU,2025-03-05,0.75
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-05,0.5
712020:5912aa5b-0476-4091-834a-994381177d1a,TECH LAB - INTERNO,2025-03-05,4.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,REPUESTOS MAIPU,2025-03-05,0.5
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,REPUESTOS MAIPU,2025-03-05,0.5
637d1ac0f48fbd9b62d50fc3,REPUESTOS MAIPU,2025-03-05,0.5
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.25
712020:d1c53603-3e65-4881-b493-a128394d565e,REPUESTOS MAIPU,2025-03-05,0.5
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,REPUESTOS MAIPU,2025-03-05,0.5
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,REPUESTOS MAIPU,2025-03-05,0.5
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,REPUESTOS MAIPU,2025-03-05,0.5
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,REPUESTOS MAIPU,2025-03-05,1.0
63d916c4bf837c6893d6fbad,REPUESTOS MAIPU,2025-03-05,0.5
712020:7e5d904b-b254-46ab-8639-0e34732a80de,REPUESTOS MAIPU,2025-03-05,1.0
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,AJUSTES TIMM - INTEGRACIONES,2025-03-05,3.75
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,REPUESTOS MAIPU,2025-03-05,0.5
6310a898316bbc56c4249187,MAIPU - MEJORA CONTINUA,2025-03-05,1.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-05,0.25
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,REPUESTOS MAIPU,2025-03-05,0.3333333333333333
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,REPUESTOS MAIPU,2025-03-05,0.3333333333333333
637d1ac0f48fbd9b62d50fc3,REPUESTOS MAIPU,2025-03-05,0.3333333333333333
5e751b85fad9000c325d9aae,MAIPU - MEJORA CONTINUA,2025-03-05,0.5
712020:d1c53603-3e65-4881-b493-a128394d565e,REPUESTOS MAIPU,2025-03-05,0.3333333333333333
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,REPUESTOS MAIPU,2025-03-05,0.3333333333333333
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,REPUESTOS MAIPU,2025-03-05,0.3333333333333333
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,REPUESTOS MAIPU,2025-03-05,0.3333333333333333
5c8bd7984c5068698da7b839,REPUESTOS MAIPU,2025-03-05,0.7833333333333333
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-05,1.25
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,AJUSTES TIMM - INTEGRACIONES,2025-03-05,3.5
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,REPUESTOS MAIPU,2025-03-05,2.1666666666666665
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,REPUESTOS MAIPU,2025-03-05,0.16666666666666666
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-05,0.16666666666666666
5c8132a6e6e3160b9b6fd44d,TECH LAB - INTERNO,2025-03-05,0.5
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,REPUESTOS MAIPU,2025-03-05,0.25
63d916c4bf837c6893d6fbad,REPUESTOS MAIPU,2025-03-05,8.0
5c8bd7984c5068698da7b839,TECH LAB - INTERNO,2025-03-05,0.6333333333333333
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,MAIPU - MEJORA CONTINUA,2025-03-05,3.566666666666667
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,REPUESTOS MAIPU,2025-03-05,4.5
62e433730b4bf7ad924bcbe5,REPUESTOS MAIPU,2025-03-05,2.25
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,REPUESTOS MAIPU,2025-03-05,4.25
712020:d1c53603-3e65-4881-b493-a128394d565e,REPUESTOS MAIPU,2025-03-05,4.166666666666667
5c8bd7984c5068698da7b839,REPUESTOS MAIPU,2025-03-05,1.9166666666666667
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-05,3.25
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-05,4.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,REPUESTOS MAIPU,2025-03-05,4.0
637d1ac0f48fbd9b62d50fc3,AFU´S,2025-03-05,4.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-05,1.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,REPUESTOS MAIPU,2025-03-05,4.0
712020:7e5d904b-b254-46ab-8639-0e34732a80de,AFU´S,2025-03-05,1.0
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.5
5c5857d6036b380b84dc8212,TECH LAB - INTERNO,2025-03-05,1.0
5dea6ce9b95b180d17cfc7df,TECH LAB - INTERNO,2025-03-05,3.0
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-05,3.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,REPUESTOS MAIPU,2025-03-05,2.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,REPUESTOS MAIPU,2025-03-05,2.0
712020:7e5d904b-b254-46ab-8639-0e34732a80de,REPUESTOS MAIPU,2025-03-05,3.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,REPUESTOS MAIPU,2025-03-05,0.75
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.0
5c8bd7984c5068698da7b839,REPUESTOS MAIPU,2025-03-05,1.6666666666666667
6310a8954fbe9c4bd0edf82a,TECH LAB - INTERNO,2025-03-05,1.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,AJUSTES TIMM - INTEGRACIONES,2025-03-05,0.5
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-05,1.5
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-05,1.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-05,1.75
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,REPUESTOS MAIPU,2025-03-05,1.5
5c8bd79686c36970e812b609,TECH LAB - INTERNO,2025-03-06,8.0
613fb383e057c6006a1ccade,TECH LAB - INTERNO,2025-03-06,0.25
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,TECH LAB - INTERNO,2025-03-06,3.0
613fb43fe6c39d00721944a0,TECH LAB - INTERNO,2025-03-06,1.5
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.25
712020:ca798410-124d-40e3-9954-420f35eb4d5c,TECH LAB - INTERNO,2025-03-06,7.2
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,REPUESTOS MAIPU,2025-03-06,6.0
62e433730b4bf7ad924bcbe5,REPUESTOS MAIPU,2025-03-06,4.0
5e751b85fad9000c325d9aae,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.5
63d916c4bf837c6893d6fbad,REPUESTOS MAIPU,2025-03-06,1.0
712020:98295f35-86b1-4d23-a51b-30dbe7170d11,TECH LAB - INTERNO,2025-03-06,7.2
62fbddc8bb0704a2a808bd57,TECH LAB - INTERNO,2025-03-06,8.0
5cacf44c66c5b40acb9ff68f,TECH LAB - INTERNO,2025-03-06,8.0
5c8bd7984c5068698da7b839,TECH LAB - INTERNO,2025-03-06,1.15
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,AJUSTES TIMM - INTEGRACIONES,2025-03-06,7.75
613fb383e057c6006a1ccade,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.5
5dea6ce9b95b180d17cfc7df,TECH LAB - INTERNO,2025-03-06,1.5
5e751b85fad9000c325d9aae,AJUSTES TIMM - INTEGRACIONES,2025-03-06,6.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,REPUESTOS MAIPU,2025-03-06,3.5
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-06,0.5
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-06,1.5
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,REPUESTOS MAIPU,2025-03-06,3.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,TECH LAB - INTERNO,2025-03-06,8.0
6310a898316bbc56c4249187,MAIPU - MEJORA CONTINUA,2025-03-06,0.5
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,AJUSTES TIMM - INTEGRACIONES,2025-03-06,1.0
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,REPUESTOS MAIPU,2025-03-06,3.0
712020:c48c4d5f-8f15-4256-b730-279b54e14c0b,MAIPU - MEJORA CONTINUA,2025-03-06,0.5
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,REPUESTOS MAIPU,2025-03-06,3.0
637d1ac0f48fbd9b62d50fc3,AFU´S,2025-03-06,0.5
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-06,1.5
712020:d1c53603-3e65-4881-b493-a128394d565e,REPUESTOS MAIPU,2025-03-06,3.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,REPUESTOS MAIPU,2025-03-06,3.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-06,0.5
63d916c4bf837c6893d6fbad,REPUESTOS MAIPU,2025-03-06,8.0
712020:7e5d904b-b254-46ab-8639-0e34732a80de,AFU´S,2025-03-06,0.5
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,MAIPU - MEJORA CONTINUA,2025-03-06,0.31666666666666665
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,AJUSTES TIMM - INTEGRACIONES,2025-03-06,3.0
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,REPUESTOS MAIPU,2025-03-06,3.0
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,AJUSTES TIMM - INTEGRACIONES,2025-03-06,1.5
70121:2c1e0513-4f21-4c96-adc1-8c318e30bc0e,REPUESTOS MAIPU,2025-03-06,1.5
5c8bd7984c5068698da7b839,REPUESTOS MAIPU,2025-03-06,1.6166666666666667
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,MAIPU - MEJORA CONTINUA,2025-03-06,4.783333333333333
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-06,0.5
6310a898316bbc56c4249187,MAIPU - MEJORA CONTINUA,2025-03-06,4.0
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,REPUESTOS MAIPU,2025-03-06,7.0
637d1ac0f48fbd9b62d50fc3,AFU´S,2025-03-06,0.5
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-06,0.5
712020:7e5d904b-b254-46ab-8639-0e34732a80de,AFU´S,2025-03-06,0.5
712020:c48c4d5f-8f15-4256-b730-279b54e14c0b,MAIPU - MEJORA CONTINUA,2025-03-06,1.75
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,TECH LAB - INTERNO,2025-03-06,0.5
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,REPUESTOS MAIPU,2025-03-06,2.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,REPUESTOS MAIPU,2025-03-06,2.0
637d1ac0f48fbd9b62d50fc3,AFU´S,2025-03-06,2.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,REPUESTOS MAIPU,2025-03-06,2.0
712020:7e5d904b-b254-46ab-8639-0e34732a80de,REPUESTOS MAIPU,2025-03-06,2.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-06,1.75
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.25
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.25
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.25
5c8bd7984c5068698da7b839,REPUESTOS MAIPU,2025-03-06,3.8833333333333333
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-06,2.0
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,TECH LAB - INTERNO,2025-03-06,1.0
712020:c48c4d5f-8f15-4256-b730-279b54e14c0b,MAIPU - MEJORA CONTINUA,2025-03-06,1.75
613fb43fe6c39d00721944a0,TECH LAB - INTERNO,2025-03-06,1.5
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-06,0.5
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,REPUESTOS MAIPU,2025-03-06,0.5
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.5
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,REPUESTOS MAIPU,2025-03-06,1.0
62e433730b4bf7ad924bcbe5,REPUESTOS MAIPU,2025-03-06,4.0
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,REPUESTOS MAIPU,2025-03-06,1.0
637d1ac0f48fbd9b62d50fc3,REPUESTOS MAIPU,2025-03-06,1.0
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-06,1.25
712020:d1c53603-3e65-4881-b493-a128394d565e,REPUESTOS MAIPU,2025-03-06,1.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,REPUESTOS MAIPU,2025-03-06,1.0
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,REPUESTOS MAIPU,2025-03-06,1.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,REPUESTOS MAIPU,2025-03-06,1.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,REPUESTOS MAIPU,2025-03-06,1.0
712020:7e5d904b-b254-46ab-8639-0e34732a80de,REPUESTOS MAIPU,2025-03-06,1.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,REPUESTOS MAIPU,2025-03-06,0.5
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-06,1.5
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,REPUESTOS MAIPU,2025-03-06,1.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,AJUSTES TIMM - INTEGRACIONES,2025-03-06,3.5
5dea6ce9b95b180d17cfc7df,TECH LAB - INTERNO,2025-03-06,1.0
5e751b85fad9000c325d9aae,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.25
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,AJUSTES TIMM - INTEGRACIONES,2025-03-06,3.5
712020:d1c53603-3e65-4881-b493-a128394d565e,REPUESTOS MAIPU,2025-03-06,4.166666666666667
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,AJUSTES TIMM - INTEGRACIONES,2025-03-06,4.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,REPUESTOS MAIPU,2025-03-06,4.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,REPUESTOS MAIPU,2025-03-06,0.9166666666666666
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-06,4.5
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,REPUESTOS MAIPU,2025-03-06,4.0
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,REPUESTOS MAIPU,2025-03-06,3.5
637d1ac0f48fbd9b62d50fc3,AFU´S,2025-03-06,4.0
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-06,1.25
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,REPUESTOS MAIPU,2025-03-06,0.4166666666666667
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,REPUESTOS MAIPU,2025-03-06,4.0
712020:7e5d904b-b254-46ab-8639-0e34732a80de,AFU´S,2025-03-06,4.0
6299079acd636500697d4701,MAIPU - MEJORA CONTINUA,2025-03-06,8.0
70121:e997c5d5-1d6e-4973-80cb-28bfe7343a3f,TECH LAB - INTERNO,2025-03-06,1.5
712020:76b2ab6b-f08d-4fef-9ced-52ff15fad7a0,MAIPU - MEJORA CONTINUA,2025-03-06,2.9166666666666665
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-06,0.5833333333333334
613fb383e057c6006a1ccade,AJUSTES TIMM - INTEGRACIONES,2025-03-06,7.0
5dea6ce9b95b180d17cfc7df,TECH LAB - INTERNO,2025-03-06,1.0
5c8bd7984c5068698da7b839,REPUESTOS MAIPU,2025-03-06,2.45
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,REPUESTOS MAIPU,2025-03-06,1.0833333333333333
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,AFU´S,2025-03-06,3.0
6310a8954fbe9c4bd0edf82a,TECH LAB - INTERNO,2025-03-06,1.5
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-06,1.0
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-06,2.25
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,AFU´S,2025-03-06,2.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,AJUSTES TIMM - INTEGRACIONES,2025-03-06,0.5
5dea6ce9b95b180d17cfc7df,TECH LAB - INTERNO,2025-03-06,0.75
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-06,1.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,REPUESTOS MAIPU,2025-03-06,1.75
5c8bd79686c36970e812b609,TECH LAB - INTERNO,2025-03-07,8.0
5e0de9b99af3650e9e3ffc97,TECH LAB - INTERNO,2025-03-07,8.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,REPUESTOS MAIPU,2025-03-07,0.48333333333333334
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,AJUSTES TIMM - INTEGRACIONES,2025-03-07,1.1
62e433730b4bf7ad924bcbe5,REPUESTOS MAIPU,2025-03-07,5.0
613fb383e057c6006a1ccade,AJUSTES TIMM - INTEGRACIONES,2025-03-07,7.5
712020:ca798410-124d-40e3-9954-420f35eb4d5c,TECH LAB - INTERNO,2025-03-07,7.2
5e751b85fad9000c325d9aae,AJUSTES TIMM - INTEGRACIONES,2025-03-07,2.0
712020:e09a2eee-2fe3-41a8-8a9c-29acd2258249,AJUSTES TIMM - INTEGRACIONES,2025-03-07,1.75
712020:98295f35-86b1-4d23-a51b-30dbe7170d11,TECH LAB - INTERNO,2025-03-07,7.2
62fbddc8bb0704a2a808bd57,TECH LAB - INTERNO,2025-03-07,8.0
5cacf44c66c5b40acb9ff68f,TECH LAB - INTERNO,2025-03-07,8.0
5c8bd7984c5068698da7b839,TECH LAB - INTERNO,2025-03-07,1.1
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,REPUESTOS MAIPU,2025-03-07,2.5
5dea6ce9b95b180d17cfc7df,TECH LAB - INTERNO,2025-03-07,8.0
5e751b85fad9000c325d9aae,AJUSTES TIMM - INTEGRACIONES,2025-03-07,5.0
