Usuario,Fecha,Mes,Horas,Issue,Proyecto,Cuenta,IssueId,TempoWorklogId
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,2025-09-11,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,382860.0
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,2025-09-11,,7.5,TEM-7,TEMPO WORKLOAD,,182629.0,383098.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-11,,2.5,TEM-7,TEMPO WORKLOAD,,182629.0,383111.0
637d1ac0f48fbd9b62d50fc3,2025-09-11,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383764.0
62e433730b4bf7ad924bcbe5,2025-09-11,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383779.0
712020:6c5881b3-26a9-4223-a18b-14414e7b9d3a,2025-09-11,,10.0,TEM-7,TEMPO WORKLOAD,,182629.0,383813.0
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,2025-09-11,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383897.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-11,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384140.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,2025-09-11,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,384948.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-11,,4.0,TEM-5,TEMPO WORKLOAD,,182627.0,385256.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,2025-09-11,,9.0,TEM-9,TEMPO WORKLOAD,,182631.0,385575.0
712020:d1c53603-3e65-4881-b493-a128394d565e,2025-09-11,,9.0,TEM-7,TEMPO WORKLOAD,,182629.0,385720.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-11,,1.0,TEM-8,TEMPO WORKLOAD,,182630.0,383420.0
712020:d6bab2e1-1616-4bfb-83a4-2be2aebf31ed,2025-09-11,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,382998.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-11,,2.0,TEM-9,TEMPO WORKLOAD,,182631.0,383421.0
712020:51261fb6-b689-4617-8eae-46a70a19df7c,2025-09-11,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,383708.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-11,,2.75,TEM-8,TEMPO WORKLOAD,,182630.0,383115.0
62fbddc8bb0704a2a808bd57,2025-09-11,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,383092.0
5c8bd79686c36970e812b609,2025-09-11,,3.0,TEM-28,TEMPO WORKLOAD,,182659.0,385390.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,2025-09-11,,6.5,TEM-7,TEMPO WORKLOAD,,182629.0,383799.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-11,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384141.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-11,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385271.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-11,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,382632.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-11,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,383049.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-11,,3.0,TEM-1,TEMPO WORKLOAD,,182494.0,383401.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-11,,2.75,TEM-9,TEMPO WORKLOAD,,182631.0,383119.0
5c8bd79686c36970e812b609,2025-09-11,,1.0,TEM-9,TEMPO WORKLOAD,,182631.0,385391.0
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,2025-09-11,,2.0,TEM-9,TEMPO WORKLOAD,,182631.0,382862.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,2025-09-12,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,382997.0
712020:f656cdc9-b02c-46a3-86a8-c17ca7b011ea,2025-09-12,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383035.0
712020:db40572b-4fd3-49a2-b4c1-620d9be82a65,2025-09-12,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383053.0
62fbddc8bb0704a2a808bd57,2025-09-12,,4.0,TEM-5,TEMPO WORKLOAD,,182627.0,383081.0
712020:636ab4cf-a397-4750-8058-c9979628cd22,2025-09-12,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383132.0
712020:d26e58e6-874b-4243-ac4e-1d4cb867a542,2025-09-12,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383441.0
712020:ab3c5ef0-a515-47fc-9cdd-3b5d0c219224,2025-09-12,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383578.0
5e751b85fad9000c325d9aae,2025-09-12,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383868.0
712020:02ccfc0c-5c0f-4e48-8f91-fb3bb584a2dc,2025-09-12,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383958.0
63d916c4bf837c6893d6fbad,2025-09-12,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,384565.0
5c8bd79686c36970e812b609,2025-09-12,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385392.0
613fb383e057c6006a1ccade,2025-09-12,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,385694.0
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,2025-09-12,,8.0,TEM-2,TEMPO WORKLOAD,,182624.0,382423.0
637d1ac0f48fbd9b62d50fc3,2025-09-12,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,382542.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-12,,4.0,TEM-2,TEMPO WORKLOAD,,182624.0,382832.0
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,2025-09-12,,8.0,TEM-2,TEMPO WORKLOAD,,182624.0,382864.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-12,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,383048.0
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,2025-09-12,,7.5,TEM-7,TEMPO WORKLOAD,,182629.0,383070.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-12,,2.5,TEM-7,TEMPO WORKLOAD,,182629.0,383105.0
62e433730b4bf7ad924bcbe5,2025-09-12,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383780.0
712020:6c5881b3-26a9-4223-a18b-14414e7b9d3a,2025-09-12,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383814.0
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,2025-09-12,,6.0,TEM-9,TEMPO WORKLOAD,,182631.0,383836.0
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,2025-09-12,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383894.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-12,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384142.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,2025-09-12,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,384949.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-12,,4.0,TEM-5,TEMPO WORKLOAD,,182627.0,385217.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,2025-09-12,,9.0,TEM-7,TEMPO WORKLOAD,,182629.0,385577.0
712020:d1c53603-3e65-4881-b493-a128394d565e,2025-09-12,,9.0,TEM-7,TEMPO WORKLOAD,,182629.0,385721.0
712020:d6bab2e1-1616-4bfb-83a4-2be2aebf31ed,2025-09-12,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,382648.0
712020:51261fb6-b689-4617-8eae-46a70a19df7c,2025-09-12,,6.0,TEM-9,TEMPO WORKLOAD,,182631.0,383709.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-12,,2.75,TEM-8,TEMPO WORKLOAD,,182630.0,383106.0
62fbddc8bb0704a2a808bd57,2025-09-12,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,383093.0
5c8bd79686c36970e812b609,2025-09-12,,4.0,TEM-9,TEMPO WORKLOAD,,182631.0,385393.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,2025-09-12,,6.5,TEM-7,TEMPO WORKLOAD,,182629.0,383800.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-12,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384134.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-12,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385221.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-12,,4.0,TEM-2,TEMPO WORKLOAD,,182624.0,382833.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-12,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,383050.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-12,,2.75,TEM-9,TEMPO WORKLOAD,,182631.0,383107.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-13,,6.0,TEM-30,TEMPO WORKLOAD,,182761.0,383051.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-14,,5.0,TEM-30,TEMPO WORKLOAD,,182761.0,383052.0
712020:51261fb6-b689-4617-8eae-46a70a19df7c,2025-09-14,,3.0,TEM-9,TEMPO WORKLOAD,,182631.0,383710.0
62fbddc8bb0704a2a808bd57,2025-09-15,,4.0,TEM-5,TEMPO WORKLOAD,,182627.0,383082.0
712020:636ab4cf-a397-4750-8058-c9979628cd22,2025-09-15,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383131.0
712020:db40572b-4fd3-49a2-b4c1-620d9be82a65,2025-09-15,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383182.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-15,,3.0,TEM-7,TEMPO WORKLOAD,,182629.0,383422.0
712020:d26e58e6-874b-4243-ac4e-1d4cb867a542,2025-09-15,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383442.0
712020:ab3c5ef0-a515-47fc-9cdd-3b5d0c219224,2025-09-15,,8.0,TEM-2,TEMPO WORKLOAD,,182624.0,383573.0
712020:f656cdc9-b02c-46a3-86a8-c17ca7b011ea,2025-09-15,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383748.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,2025-09-15,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383772.0
62e433730b4bf7ad924bcbe5,2025-09-15,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383782.0
5e751b85fad9000c325d9aae,2025-09-15,,9.0,TEM-8,TEMPO WORKLOAD,,182630.0,383869.0
712020:02ccfc0c-5c0f-4e48-8f91-fb3bb584a2dc,2025-09-15,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383959.0
63d916c4bf837c6893d6fbad,2025-09-15,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,384566.0
5c8bd79686c36970e812b609,2025-09-15,,0.75,TEM-9,TEMPO WORKLOAD,,182631.0,385397.0
613fb383e057c6006a1ccade,2025-09-15,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,385695.0
5c8bd79686c36970e812b609,2025-09-15,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385398.0
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,2025-09-15,,8.0,TEM-5,TEMPO WORKLOAD,,182627.0,383122.0
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,2025-09-15,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383171.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-15,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,383665.0
637d1ac0f48fbd9b62d50fc3,2025-09-15,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383765.0
712020:6c5881b3-26a9-4223-a18b-14414e7b9d3a,2025-09-15,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383815.0
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,2025-09-15,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,383837.0
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,2025-09-15,,7.0,TEM-7,TEMPO WORKLOAD,,182629.0,383880.0
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,2025-09-15,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383899.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-15,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384145.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-15,,3.0,TEM-7,TEMPO WORKLOAD,,182629.0,384148.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-15,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,384587.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,2025-09-15,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,384950.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-15,,4.0,TEM-5,TEMPO WORKLOAD,,182627.0,385257.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,2025-09-15,,9.0,TEM-9,TEMPO WORKLOAD,,182631.0,385581.0
712020:d1c53603-3e65-4881-b493-a128394d565e,2025-09-15,,9.0,TEM-7,TEMPO WORKLOAD,,182629.0,385722.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,2025-09-15,,6.75,TEM-7,TEMPO WORKLOAD,,182629.0,383801.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-15,,2.0,TEM-8,TEMPO WORKLOAD,,182630.0,383423.0
712020:d6bab2e1-1616-4bfb-83a4-2be2aebf31ed,2025-09-15,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,383487.0
712020:51261fb6-b689-4617-8eae-46a70a19df7c,2025-09-15,,6.0,TEM-9,TEMPO WORKLOAD,,182631.0,383711.0
62fbddc8bb0704a2a808bd57,2025-09-15,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,383094.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-15,,2.5,TEM-8,TEMPO WORKLOAD,,182630.0,384152.0
5c8bd79686c36970e812b609,2025-09-15,,4.0,TEM-9,TEMPO WORKLOAD,,182631.0,385403.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-15,,3.0,TEM-9,TEMPO WORKLOAD,,182631.0,383424.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-15,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384144.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-15,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385272.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-15,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,383662.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-15,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,384592.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-15,,2.5,TEM-9,TEMPO WORKLOAD,,182631.0,384156.0
712020:636ab4cf-a397-4750-8058-c9979628cd22,2025-09-16,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383335.0
712020:db40572b-4fd3-49a2-b4c1-620d9be82a65,2025-09-16,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383396.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-16,,2.0,TEM-7,TEMPO WORKLOAD,,182629.0,383425.0
712020:d26e58e6-874b-4243-ac4e-1d4cb867a542,2025-09-16,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383444.0
712020:f656cdc9-b02c-46a3-86a8-c17ca7b011ea,2025-09-16,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383751.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,2025-09-16,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383774.0
62e433730b4bf7ad924bcbe5,2025-09-16,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383783.0
62fbddc8bb0704a2a808bd57,2025-09-16,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383832.0
5e751b85fad9000c325d9aae,2025-09-16,,6.0,TEM-8,TEMPO WORKLOAD,,182630.0,383870.0
712020:02ccfc0c-5c0f-4e48-8f91-fb3bb584a2dc,2025-09-16,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383960.0
63d916c4bf837c6893d6fbad,2025-09-16,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,384567.0
613fb383e057c6006a1ccade,2025-09-16,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,385696.0
5c8bd79686c36970e812b609,2025-09-16,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385399.0
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,2025-09-16,,8.0,TEM-5,TEMPO WORKLOAD,,182627.0,383125.0
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,2025-09-16,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383584.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-16,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,383663.0
637d1ac0f48fbd9b62d50fc3,2025-09-16,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383766.0
712020:6c5881b3-26a9-4223-a18b-14414e7b9d3a,2025-09-16,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383816.0
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,2025-09-16,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,383839.0
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,2025-09-16,,7.5,TEM-7,TEMPO WORKLOAD,,182629.0,383882.0
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,2025-09-16,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383900.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-16,,3.0,TEM-7,TEMPO WORKLOAD,,182629.0,384149.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-16,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384171.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-16,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,384588.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,2025-09-16,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,384951.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-16,,4.0,TEM-5,TEMPO WORKLOAD,,182627.0,385258.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,2025-09-16,,4.0,TEM-9,TEMPO WORKLOAD,,182631.0,385583.0
712020:d1c53603-3e65-4881-b493-a128394d565e,2025-09-16,,9.0,TEM-7,TEMPO WORKLOAD,,182629.0,385723.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-16,,1.0,TEM-8,TEMPO WORKLOAD,,182630.0,383426.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,2025-09-16,,7.25,TEM-7,TEMPO WORKLOAD,,182629.0,383802.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-16,,2.0,TEM-9,TEMPO WORKLOAD,,182631.0,383427.0
712020:d6bab2e1-1616-4bfb-83a4-2be2aebf31ed,2025-09-16,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,383699.0
712020:51261fb6-b689-4617-8eae-46a70a19df7c,2025-09-16,,6.0,TEM-9,TEMPO WORKLOAD,,182631.0,383712.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-16,,2.5,TEM-8,TEMPO WORKLOAD,,182630.0,384153.0
5c8bd79686c36970e812b609,2025-09-16,,4.0,TEM-9,TEMPO WORKLOAD,,182631.0,385404.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-16,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384172.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-16,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385273.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-16,,3.0,TEM-1,TEMPO WORKLOAD,,182494.0,383402.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-16,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,383667.0
5e751b85fad9000c325d9aae,2025-09-16,,3.0,TEM-1,TEMPO WORKLOAD,,182494.0,383873.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-16,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,384593.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,2025-09-16,,3.0,TEM-1,TEMPO WORKLOAD,,182494.0,385582.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-16,,2.5,TEM-9,TEMPO WORKLOAD,,182631.0,384157.0
712020:d26e58e6-874b-4243-ac4e-1d4cb867a542,2025-09-17,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383445.0
712020:636ab4cf-a397-4750-8058-c9979628cd22,2025-09-17,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383554.0
712020:ab3c5ef0-a515-47fc-9cdd-3b5d0c219224,2025-09-17,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383579.0
712020:db40572b-4fd3-49a2-b4c1-620d9be82a65,2025-09-17,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383586.0
712020:f656cdc9-b02c-46a3-86a8-c17ca7b011ea,2025-09-17,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383752.0
712020:f50b1e80-f1ef-440b-b954-716fbfdbc927,2025-09-17,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383775.0
62e433730b4bf7ad924bcbe5,2025-09-17,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383784.0
62fbddc8bb0704a2a808bd57,2025-09-17,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383833.0
5e751b85fad9000c325d9aae,2025-09-17,,9.0,TEM-8,TEMPO WORKLOAD,,182630.0,383871.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-17,,3.0,TEM-7,TEMPO WORKLOAD,,182629.0,383904.0
712020:02ccfc0c-5c0f-4e48-8f91-fb3bb584a2dc,2025-09-17,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383961.0
63d916c4bf837c6893d6fbad,2025-09-17,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,384568.0
613fb383e057c6006a1ccade,2025-09-17,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,385697.0
5c8bd79686c36970e812b609,2025-09-17,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385400.0
712020:c2d6f64b-7c18-4b58-9189-57c8823f4f64,2025-09-17,,8.0,TEM-5,TEMPO WORKLOAD,,182627.0,383386.0
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,2025-09-17,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383583.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-17,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,383664.0
637d1ac0f48fbd9b62d50fc3,2025-09-17,,8.0,TEM-8,TEMPO WORKLOAD,,182630.0,383768.0
712020:6c5881b3-26a9-4223-a18b-14414e7b9d3a,2025-09-17,,8.0,TEM-7,TEMPO WORKLOAD,,182629.0,383817.0
712020:2fd5ca9e-c92c-426e-b141-c27cdf46a539,2025-09-17,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,383840.0
712020:34c5700f-f485-4468-b4d7-06a7a3e2942b,2025-09-17,,7.0,TEM-7,TEMPO WORKLOAD,,182629.0,383881.0
712020:d8a16146-bc5b-4c61-9c5d-af3eaddace2b,2025-09-17,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,383901.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-17,,3.0,TEM-7,TEMPO WORKLOAD,,182629.0,384150.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-17,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384173.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-17,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,384589.0
712020:448afbe2-d875-40e8-9541-835a59cdf0a7,2025-09-17,,8.0,TEM-9,TEMPO WORKLOAD,,182631.0,384952.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-17,,4.0,TEM-5,TEMPO WORKLOAD,,182627.0,385259.0
712020:5e29a15d-dadb-41b1-bd51-d65cb73a9a3e,2025-09-17,,8.75,TEM-9,TEMPO WORKLOAD,,182631.0,385585.0
712020:d1c53603-3e65-4881-b493-a128394d565e,2025-09-17,,9.0,TEM-7,TEMPO WORKLOAD,,182629.0,385724.0
712020:f518f4e7-7314-45a9-a3ef-723ad3fd6d7f,2025-09-17,,7.0,TEM-7,TEMPO WORKLOAD,,182629.0,383803.0
712020:51261fb6-b689-4617-8eae-46a70a19df7c,2025-09-17,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,383713.0
712020:d6bab2e1-1616-4bfb-83a4-2be2aebf31ed,2025-09-17,,6.0,TEM-7,TEMPO WORKLOAD,,182629.0,383755.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-17,,2.0,TEM-8,TEMPO WORKLOAD,,182630.0,383905.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-17,,2.5,TEM-8,TEMPO WORKLOAD,,182630.0,384154.0
5c8bd79686c36970e812b609,2025-09-17,,4.0,TEM-9,TEMPO WORKLOAD,,182631.0,385405.0
712020:39d78a45-5732-4153-afaa-dc9227f4dfe3,2025-09-17,,3.0,TEM-9,TEMPO WORKLOAD,,182631.0,383906.0
712020:a3240ec7-ccb7-4e31-81ed-5338bd11acc2,2025-09-17,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,384175.0
712020:11e8ce5a-06a7-43cf-9c5a-858eed6f0a07,2025-09-17,,4.0,TEM-7,TEMPO WORKLOAD,,182629.0,385274.0
712020:a7ee73c4-a6b3-4a8b-b22b-97aa3edf3ff7,2025-09-17,,4.0,TEM-8,TEMPO WORKLOAD,,182630.0,383666.0
712020:5ee2f3fa-371b-4e6b-b912-594fc836bd92,2025-09-17,,4.0,TEM-30,TEMPO WORKLOAD,,182761.0,384594.0
712020:15482282-a769-4a4d-a4c2-0424a3a2e0d8,2025-09-17,,2.5,TEM-9,TEMPO WORKLOAD,,182631.0,384158.0
712020:f5cdecd9-64db-4d5e-b4a2-c8f4b7201212,2025-09-17,,1.0,TEM-7,TEMPO WORKLOAD,,182629.0,383585.0
